FS_PERM_SEC_ID,ENTITY_NAME,FF_MKT_VAL_CURR,FF_CURR_PS_CF,FF_PBK_SECS_CURR,FF_PE_SECS_CURR,DATE,FF_SALES,FF_NET_INCOME,FF_ASSETS,FF_DFD_TAX_ITC,FF_DEBT,FF_EPS_REPORTED,FF_EQ_TOT,FF_EPS_BASIC,FF_COGS,FF_CAPEX
GX4HFB-S-US,EL PASO ELECTRIC CO,2509.03,6.84109184802656,2.24076,27.0614,20171231,916.797,97.893,3642.353,305.023,1369.521,2.42,1142.165,2.42,335.594,239.808
W37WSL-S-US,ELECTRO SCIENTIFIC INDUSTRIES INC,776.467,2.85341057204924,2.90348,5.58064,20170331,161.023,-37.409,224.745,-0.882,13.923,-1.15,144.531,-1.15,91.917,4.332
JJ85NF-S-US,ELECTRO SENSORS INC,13.7179,0.14165720076536,1.09673,86.5096,20171231,7.84,0.295,13.438,-0.182,0,0.09,12.707,0.09,3.541,0.114
P7Q9Q7-S-US,ELECTRONIC ARTS INC,40060.9,3.83519757474388,8.71517,58.6861,20170331,4808,967,7718,-285,990,3.08,4060,3.19,1279,123
NZT1Z2-S-US,ELECTRONIC SYSTEMS TECHNOLOGY INC,2.56779,-0.02546309667067,1.26216,,20171231,1.425128,-0.447855,2.114179,0,0,-0.09,2.069391,-0.09,0.663353,0
NYJNV3-S-US,ELECTRONIC TELE COMMUNICATIONS INC,0.188175,0.00703468077694,,15.3061,20171231,0.587845,0.040549,0.262086,,0.433,0.02,-0.512786,0.0162,0.259291,0
GKY2ZD-S-US,ELECTRONICS FOR IMAGING INC,1447.62,2.10124997204893,1.8555,,20171231,993.26,-15.345,1458.001,-33.431,332.901,-0.33,781.311,-0.33,534.143,13.754
QP02XK-S-US,ELXSI CORP,,3.12435081246971,,,20171231,91.798,8.518,88.006,-9.324,0.55,2.32,78.03,2.49,62.057,0.974
BRVC3W-S-US,EMC INSURANCE GROUP INC,550.157,1.50262290515761,0.945401,16.9251,20171231,661.533,39.238,1704.036,15.02,25,1.84,603.846,1.84,,0
QS9KBQ-S-US,EMCOR GROUP INC,4426.92,6.23351667239601,2.55229,18.3792,20171231,7686.999,227.196,3965.904,64.7,310.15,3.82,1674.117,3.8343,6539.987,34.684
KZJ3C1-S-US,EMERSON ELECTRIC CO,45038.8,4.08989192020188,5.31584,25.7567,20170930,15264,1518,19589,425,4656,2.35,8770,2.3641,8991,476
NDLPLF-S-US,EMERSON RADIO CORP,32.5037,-0.29886585149743,0.811176,,20170331,21.251,-0.237,57.848,-0.791,0,-0.01,56.927,-0.01,16.277,0.005
F5TN25-S-US,EMMIS COMMUNICATIONS CORP,63.3153,-0.2364603341092,0.889003,0.592058,20170228,214.568,13.119,295.535,43.537,213.972,1.07,-4.016,1.09,184.891,2.85
TLPK01-S-CA,EMPIRE CO LTD,7096.47,2.59894582620177,1.91651,44.2712,20170430,23806.2,158.5,8695.5,-566.1,1870.8,0.58,3702.7,0.58,18544.7,514.5
H1TVNR-S-US,ENERGEN CORP,7237.1,8.88757056348147,2.0337,18.5237,20171231,987.438,306.828,5071.252,387.807,782.861,3.14,3438.457,3.16,682.979,909.852
VZTYR5-S-US,ENNIS INC,533.324,1.89409592646423,1.99484,15.5913,20170228,356.888,28.898,334.145,6.953,30,0.07,251.355,1.1229,252.938,3.065
WSV8FS-S-US,ENTERGY CORP,16425.8,17.8723493232423,1.89914,51.7099,20171231,10968.481,425.353,46707.149,4507.933,16677.091,2.28,8190.318,2.29,8586.042,4001.618
X1SBRQ-S-US,VISKASE COS INC,103.839,1.43186910177201,2.08912,,20171231,391.978,-4.097,482.136,-25.524,276.156,-0.11,33.859,-0.11,297.656,25.674
RB93LW-S-US,ENVIRONMENTAL TECTONICS CORP,7.38195,0.38527274485947,0.763446,5.36667,20170228,39.834,-0.923,47.776,0.297,17.916,-0.09,7.976,-0.09,26.555,0.702
HCX47T-S-US,ENZO BIOCHEM INC,211.304,0.04973921892888,2.44603,,20170731,107.804,-2.504,107.665,,0.904,-0.05,88.872,-0.05,59.478,1.753
NB725B-S-US,ENZON PHARMACEUTICALS INC,11.6728,0.16795205247088,1.32165,2.82353,20171231,8.379,5.445,9.512,0,0,0.12,9.144,0.12,,0
NL59TF-S-US,EQUIFAX INC,15383.8,6.69617646081786,4.77326,30.7855,20171231,3362.2,587.3,7233.4,299.2,2704.3,4.83,3239,4.89,1484.3,218.2
PRN3HN-S-US,EQT CORP,13295,9.32055303030303,1.15073,1259,20171231,2987.994,1508.529,29522.604,1768.9,7331.554,8.04,18414.613,8.05,1945.058,2758.159
CN301K-S-US,EQUITY RESIDENTIAL,24641.5,3.58743938003356,2.40317,59.9498,20171231,2452.548,427.23,20570.599,,8957.291,1.64,10840.818,1.1558,1570.018,202.607
NFQTLD-S-US,EQUUS TOTAL RETURN INC,29.0637,-0.12686787986388,0.671837,29.0148,20171231,0.555,-0.829,61.204,,17.998,-0.06,43.007,-0.06,,0
B5QFDJ-S-US,ERIE INDEMNITY CO,5899.06,5.52171663055638,6.70206,28.0467,20171231,1717.716,196.999,1687.155,-19.39,74.728,3.76,857.344,4.2303,,28.927
XD0HNC-S-US,ESCALADE INC,190.291,0.99882075471698,1.71108,13.5524,20171231,177.333,14.061,156.105,2.469,23.121,0.98,111.67,0.98,134.185,2.745
VBJLDJ-S-US,ESCO TECHNOLOGIES INC,1582.98,3.35842210900108,2.19464,20.7823,20170930,685.74,53.703,1260.444,86.378,294.321,2.07,671.918,2.0836,453.256,38.73
WM58SM-S-US,ESPEY MANUFACTURING & ELECTRONICS CORP,61.6622,1.44281082214765,1.85285,23.5136,20170630,22.521012,1.135736,35.493695,0.220571,0,0.49,31.897543,0.49,17.806444,0.352132
KPM0SY-S-US,ESTERLINE TECHNOLOGIES CORP,2519.04,5.96815957591409,1.40492,55.0553,20170930,2022.855,110.761,3120.013,-12.815,776.848,3.72,1835.276,3.7209,1384.459,58.04
T0JMCR-S-US,DIAMONDHEAD CASINO CORP,0.90745,-0.0342023527467,,,20171231,0,-1.208003,5.476612,,4.06838,-0.036,-4.442976,-0.036,0,0
P8RG0D-S-US,EVANS & SUTHERLAND COMPUTER CORP,11.5801,0.15546551572271,2.90507,9.87415,20171231,30.508,1.481,25.03,,1.764,0.12,3.225,0.13,19.557,0.148
PY4ZD0-S-US,EVANS BOB FARMS INC,,,,,20170430,394.842,-23.7,449.244,-5.081,2.695,6.28,331.648,-1.1946,293.217,65.768
QS9MGS-S-US,EXAR CORP,,,,,20170331,109.773,57.08,337.062,,0,1.12,302.435,1.14,52.074,
X42FBF-S-US,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,13375.2,3.37540073276849,6.7426,26.0442,20171231,6920.948,489.345,3160.144,-13.207,0,2.69,1994.373,2.73,5918.189,95.016
XF9DRT-S-US,LONGWEN GROUP CORP,0.247426,-0.10583582630046,,,20171231,0,-0.015664,0,,0.013411,-0.12,-0.020164,-0.12,0,0
TR77B2-S-US,F & M BANK CORP /VA/,120.951,2.50338045482483,1.44772,16.6682,20171231,42.108,9.01,755.354,-1.31,75.029,2.48,91.275,2.63,,6.484
HR8H8H-S-US,FAIR ISAAC CORP,6066.32,8.10726049958825,20.7109,49.7967,20170930,932.169,128.256,1255.62,-47.204,604.801,3.98,426.537,4.16,299.832,19.828
W4J7VJ-S-CA,FAIRFAX FINANCIAL HOLDINGS LTD,21120.3,-18.8040113083131,1.21097,6.63034,20171231,17931.4905586202,2259.31640918553,80301.690795,-477.12336,8036.546595,86.6292,23069.3154,86.6292,,538.933800467558
J8594Z-S-US,EACO CORP,68.0623,1.41723181099188,1.71437,11.2,20170831,156.954,4.051,65.78,,12.332,0.82,34.832,0.82,112.184,8.646
WL03TP-S-US,FARMER BROTHERS CO,490.066,1.9742438563327,2.37559,,20170630,541.5,24.4,392.736,-63.055,28.816,1.45,215.135,1.46,329.497,84.949
TJG3KW-S-US,FARMERS CAPITAL BANK CORP,426.384,3.25651595744681,2.19738,27.6585,20171231,80.659,11.688,1673.872,,71.237,1.56,193.353,1.56,,2.395
D1QS87-S-US,FASTENAL CO,16143.8,2.83499855374997,7.25039,23.6387,20171231,4390.5,578.6,2910.5,50.6,415,2.01,2096.9,2.01,2218.7,119.9
HVQ6TN-S-US,FEDERAL AGRICULTURAL MORTGAGE CORP,986.19,19.1498531631804,1.82426,13.2636,20171231,408.865,84.482,17805.933,-2.048,15522.616,6.6,708.146,6.73,0,0
NFMJ99-S-US,FEDERAL NATIONAL MORTGAGE ASSOCIATION,1818.2,3.23377285012391,,,20171231,113800,2463,3345529,-17350,3330054,-1.12,-3686,-1.12,2096,0
DLNFXM-S-US,FEDERAL REALTY INVESTMENT TRUST,9423.02,7.29072947707883,4.48828,44.5952,20171231,852.627,211.34,6275.755,,3284.766,3.97,2532.671,2.8964,481.467,518.936
CZHJ57-S-US,FEDERAL SCREW WORKS,11.9163,4.1855923334986,1.14451,4.18689,20170630,77.341472,3.073423,63.281537,-2.021656,17.125532,2.22,9.09194,2.22,69.4469,7.739163
LD1SNT-S-US,FEDERAL SIGNAL CORP,1416.69,1.42823811745884,3.01468,21.2703,20171231,898.5,61.6,992.3,39.2,277.7,1.02,457.4,1.03,675.5,8
KHRMVQ-S-US,MACYS INC,11933.2,6.45622464267179,2.05002,7.40494,20170131,25778,619,21164,1443,6871,1.99,4322,2.01,16679,912
D54FSD-S-US,FEDERATED INVESTORS INC,2308.69,2.97171833445798,2.88903,8.0386,20171231,1110.225,279.921,1231.41,117.62,170,2.87,791.378,2.87,353.879,9.799
L62RX9-S,FERRELLGAS FINANCE CORP,,-5.557,,,20170731,0,-0.005516,0.0026,,0,,0.0026,,0,0
KNVNWN-S,FERRELLGAS LP,,,,,20170731,1930.277,-29.059,1609.948,,1780.629,,-406.798,,1293.941,50.472
KNBV25-S-US,FERRELLGAS PARTNERS LP,307.003,0.98906878840591,,,20170731,1930.277,-53.665,1609.969,,2127.154,-0.55,-757.51,-0.55,1293.941,50.472
BK6MRT-S-US,FERRO CORP,1939.36,1.96193113612323,5.17679,29.1772,20171231,1396.742,57.054,1682.202,-108.025,751.627,0.67,356.68,0.68,990.81,50.552
HWZGPH-S-US,FIFTH THIRD BANCORP,20148.2,2.39618262303108,1.35214,7.83905,20171231,7624,2171,142193,,19090,2.83,16385,2.88,,231
KD5N5K-S-US,BLUESTEM BRANDS INC,,,,,20170131,2092.03,-352.471,925.976,56.758,493.236,,7.459,,1227.487,43.383
RMJ8CF-S-US,FINISH LINE INC,,3.03112273860355,,,20170228,1844.393,15.292,746.468,32.226,0,-0.44,451.498,0.3738,1345.365,74.784
THJ9MV-S-US,FIRST AMERICAN CORP /CA/,,4.75879620478355,,,20171231,1851.117,151.849,4077.413,102.205,1753.57,1.78,1007.876,1.8186,1152.657,75.498
STZYZN-S-US,FIRST BANCORP /NC/,1233.86,1.63646769686564,1.70253,16.75,20171231,226.29,45.972,5563.484,1.175,407.543,1.82,692.979,1.82,,4.659
M7415B-S-US,FIRST CITIZENS BANCSHARES INC /NC/,5110.26,37.6178184845962,1.5155,16.2219,20171231,1607.074,323.752,34527.512,,1564.047,26.96,3334.064,26.96,,84.798
HSD7P7-S-US,FIRST CITIZENS BANCSHARES INC /TN/,226.194,5.14281461680688,1.34278,12.925,20171231,77.013,17.011,1656.25,,115.997,4.28,170.366,4.28,,2.224
DKJ7SL-S-US,FIRST COMMONWEALTH FINANCIAL CORP /PA/,1692.15,0.83853933144024,1.76121,20.561,20171231,331.235,55.165,7308.539,,795.384,0.58,888.127,0.58,,11.591
HPHK0G-S-US,FIRST DATA CORP,22372.3,2.68053482287604,6.24058,13.4691,20171231,12052,1465,48269,77,19198,1.56,6086,1.6,8017,518
DR75BR-S-US,FIRST FARMERS & MERCHANTS CORP,196.613,,1.58492,18.3824,20171231,54.562,10.362,1375.819,-2.763,31.222,,123.38,2.29,,
J85ZGM-S-US,FIRST FINANCIAL BANCORP /OH/,2995.89,1.25834227056841,1.50027,18.4337,20171231,408.573,96.787,8896.923,,934.219,1.56,930.664,1.57,,6.537
H448WS-S-US,FIRST FINANCIAL BANKSHARES INC /TX/,3897.79,2.69942367371065,3.9259,28.2353,20171231,339.755,120.371,7267.939,11.621,331,1.81,922.768,1.82,,14.162
NYJB5S-S-US,FIRST FINANCIAL CORP /IN/,618.265,3.08926968584251,1.47313,17.3368,20171231,150.133,29.131,3000.668,,57.686,2.38,413.569,2.38,,2.979
BZGZDZ-S,UNION SECURITY LIFE INSURANCE COMPANY OF NEW YORK,,16,,,20171231,3.2,2.9,456,,0,,54.4,,,0
C9W7Y9-S-US,FIRST KEYSTONE CORP,153.044,2.22226099092812,1.35826,18.6713,20171231,38.439,8.648,991.641,-0.936,91.296,1.52,116.719,1.52,,2.585
RMCZ5D-S-US,FIRST MERCHANTS CORP /IN/,2319.61,2.55815746753247,1.7308,18.6047,20171231,385.905,96.07,9367.478,,834.387,2.12,1303.463,2.13,,0
BXKHW1-S-US,FIRST MID ILLINOIS BANCSHARES INC,617.667,2.94465161923454,1.50166,17.1229,20171231,129.75,26.684,2847.257,-4.224,249.739,2.13,307.964,2.13,,1.274
C9X8X8-S-US,FIRST MIDWEST BANCORP INC /IL/,2768.16,1.6172774818308,1.46964,26.5941,20171231,675.897,97.471,14089.488,-49.165,910.054,0.96,1864.874,0.96,,16.123
DTGB3J-S-US,FIRST BANCORP INC /ME/,331.746,2.62569111684482,1.8098,15.5178,20171231,73.38,19.588,1842.93,-0.201,228.758,1.81,181.321,1.82,,2.529
L2YTX6-S-US,FIRST NATIONAL OF NEBRASKA INC,2530.22,,1.15975,15.0181,20171231,1601.349,135.644,20434.754,,0,487.171,1963.157,487.171,,
W5NBSG-S-US,FIRST OF LONG ISLAND CORP,562.703,1.96934548467274,1.50397,14.6053,20171231,125.094,34.994,3907.532,2.381,704.938,1.43,354.45,1.44,,8.891
K3F14N-S-US,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,116.203,1.69923031379515,5.66557,8.11436,20171031,52.162,13.116,372.957,,321.572,1.92,28.59,1.92,39.031,10.058
C0TNSZ-S-US,FIRST HORIZON NATIONAL CORP /TN/,5924.8,1.37893804057193,1.30223,30.3833,20171231,1493.115,165.515,41554.784,-221.819,5539.247,0.65,4580.488,0.66,,53.046
M0H8R7-S-US,FIRST UNITED CORP,138.867,2.43540399037781,1.24962,27.2123,20171231,61.879,5.269,1344.122,-9.252,169.774,0.58,108.39,0.58,,6.561
DJH2FD-S-CA,COLLIERS INTERNATIONAL GROUP INC,4041.59,6.77581213146531,13.1374,46.7491,20171231,2953.44289522646,64.0087728863814,1806.65992875,-42.36850425,313.10343435,,544.9655907,1.6485,1921.40932952452,51.2350553276266
B00CQC-S-US,FISERV INC,30875.7,3.96120782264458,13.5498,22.2628,20171231,5696,1246,10289,529,4900,2.89,2731,2.95,3024,287
NYMVY3-S-US,FLANIGANS ENTERPRISES INC,52.5997,4.21919815866058,1.56855,15.8926,20170930,106.822,3.02,60.509,-0.999,12.398,1.63,38.176,1.6248,84.413,7.146
JLK2WZ-S-US,FLEXSTEEL INDUSTRIES INC,279.245,3.56690006365372,1.15638,13.1181,20170630,468.764,23.786,270.045,-1.74,0,3.02,230.76,3.06,360.113,13.457
LR2LPQ-S,FLORIDA POWER & LIGHT CO,,4008000,,,20171231,11972,1880,52210,5005,13639,,17040,,6034,5291
Q78J85-S-US,STRATUS PROPERTIES INC,241.329,0.83785109775542,1.92395,51.9298,20171231,80.34,3.879,405.993,-11.461,221.47,0.47,127.39,0.48,68.627,34.079
VPS8DR-S-US,FMC CORP,11809,3.42715256404538,4.39738,12.1162,20171231,2878.6,-191.3,9206.3,-79.5,3208.1,3.99,2707.1,-1.4249,1752.3,85.7
N3CZP9-S-US,FNB CORP /PA/,4218.6,1.60268674944026,0.96616,15.8659,20171231,1233.327,199.204,31417.635,,4346.51,0.63,4409.194,0.63,,56.874
G4GV5T-S-US,FONAR CORP,171.053,4.00883294620843,1.92534,10.4709,20170630,78.036586,19.620621,98.779112,-17.53025,0.516851,2.92,82.926499,2.9841,38.052425,3.006314
LHLM3W-S-US,FORD MOTOR CO,40018.1,4.02271022386581,1.12134,5.96341,20171231,156776,7602,257808,-10158,154287,1.9,35016,1.91,132892,7049
X9TM9S-S,FORD MOTOR CREDIT CO LLC,,23656,,,20171231,11572,3007,160443,2139,137828,,15884,,5528,12780
FT88DQ-S-US,FOSSIL GROUP INC,1417.1,0.50665123174719,2.69891,,20171231,2788.163,-478.172,1658.372,-26.016,446.086,-9.87,580.947,-9.87,1429.324,27.019
HRDWNM-S-US,FOSTER LB CO,258.794,2.44599072233267,1.69784,40.1639,20171231,536.377,4.113,403.088,9.744,129.966,0.39,146.479,0.4,436.553,6.149
VLCR4Q-S-US,NEXTERA ENERGY INC,80715.2,13.278061089259,2.44436,9.89306,20171231,16362,5378,97827,5337,35081,11.38,29498,11.47,9755,5445
CX2TQ4-S-US,FRANKLIN ELECTRIC CO INC,2237.7,2.88873191197877,3.09347,26.9101,20171231,1124.909,77.58,1185.353,21.984,226.049,1.65,704.123,1.67,747.927,33.484
GJV34H-S-US,FRANKLIN FINANCIAL SERVICES CORP /PA/,150.845,1.67704993128722,1.28756,,20171231,52.074,2.176,1181.071,-5.803,0,0.5,115.144,0.5,,1.119
L9XVXY-S-US,FRANKLIN COVEY CO,346.309,0.62568306010929,4.41623,,20170831,185.256,-7.172,210.731,-0.614,46.383,-0.52,85.065,-0.52,70.006,14.403
Q8CFZ0-S-US,FRANKLIN RESOURCES INC,17024,1.65864098448368,1.73266,26.2602,20170930,6526.6,1684.3,17534,154.8,1097.6,3.01,14877.7,3.01,2216.3,74.9
NZRWQZ-S-US,FREDS INC,76.0104,-1.47157809983897,0.472906,,20170131,2125.424,-66.531,730.713,1.974,128.448,-1.8,337.196,-1.8,1662.189,37.152
MMRHSQ-S-US,FREEPORT MCMORAN INC,22760.5,3.7803960546387,2.62983,8.00877,20171231,15858,1756,37302,3622,13117,1.25,11296,1.2135,11774,1410
LWYD53-S-US,FREQUENCY ELECTRONICS INC,71.9361,-0.46987399770904,0.92751,,20170430,50.351,-4.821,113.319,-11.902,0,-0.55,89.332,-0.55,39.102,5.233
RK80CH-S-US,FRIEDMAN INDUSTRIES INC,75.4869,0.81090497931231,1.19725,27.6154,20170331,77.756055,-2.678684,63.771267,-1.16595,0,-0.39,60.356425,-0.39,77.947677,0.799331
PP6F4M-S-US,FULLER HB CO,2875.27,3.38846518612187,2.5433,26.7972,20171130,2306.043,58.242,4360.646,232.293,2451.91,1.13,1044.02,1.16,1693.109,54.934
NXC56V-S-US,FULTON FINANCIAL CORP,3031.76,1.55950362438408,1.35069,18.1579,20171231,878.757,171.753,20036.905,-26.26,1655.87,0.98,2229.857,0.98,,33.092
JLCX03-S-US,G III APPAREL GROUP LTD,2143.28,3.39150684374301,1.97851,26.259,20170131,2386.435,51.938,1851.944,-1.549,461.756,1.1,1021.236,1.12,1578.055,24.928
VDNMBH-S-US,GAINSCO INC,116.794,4.84836549822765,1.08747,9.82906,20171231,334.057,11.692,379.054,-2.976,62.213,2.34,107.402,2.34,,3.805
KRRDD7-S-US,GALLAGHER ARTHUR J & CO,13049.5,4.18537664556546,2.93649,21.142,20171231,6149.3,463.1,12897.4,-905.1,3133,2.54,4164.9,2.57,2021.7,129.2
W5NFZK-S-US,TEGNA INC,2348.76,1.59903560830861,2.26574,8.78013,20171231,1903.026,616.644,4962.115,382.31,3007.693,1.26,995.041,2.8603,1007.756,76.886
T0NLZH-S-US,GAP INC,11759.7,4.1009626551733,3.6739,13.7955,20170131,15516,676,7610,,1313,1.69,2904,1.69,9907,524
VK7WP0-S-US,GATX CORP,3150.97,13.0610079575597,1.71252,6.39001,20171231,1376.9,502,7500.4,853.7,4388.5,12.75,1792.7,12.9381,829,678.6
LTSKQD-S-US,GENCOR INDUSTRIES INC,181.898,0.74010665346015,1.34261,18.7313,20170930,80.608,8.418,142.893,1.601,0,0.57,128.918,0.58,59.372,1.624
RT2N46-S-US,AEROJET ROCKETDYNE HOLDINGS INC,2586.28,2.68253968253968,10.9422,323.652,20171231,1877.2,-9.2,2258.7,-145.8,616.4,-0.13,102.4,-0.13,1688,29.4
DCZG4C-S-US,GENERAL DYNAMICS CORP,57505.2,13.4331934886138,4.7945,19.6249,20171231,30973,2912,35046,244,3982,9.56,11435,9.73,24786,428
P321KV-S-US,GENERAL ELECTRIC CO,114201,-0.6227074195612,2.074,,20171231,120468,-5938,377945,-6207,134591,-0.72,85385,-0.7337,84586,7920
CFGBTK-S-US,GEE GROUP INC,26.52,-0.25612745098039,1.17837,,20170930,134.978,-2.372,152.913,0.958,72.265,-0.25,53.396,-0.25,93.956,0.25
D68V9M-S-US,GENERAL MILLS INC,28030.7,4.18256461420232,4.56238,12.978,20170531,15619.8,1657.5,22786,1719.4,9481.7,2.77,5596.4,2.82,9984.5,684.4
J8CHMF-S-US,ALLY FINANCIAL INC,11333.5,9.26360886149683,0.880464,11,20171231,9988,929,167148,-461,55639,2.04,13494,2.05,2534,4052
R3NF9V-S-US,SPX CORP,1568.05,3.84436377175835,4.70345,14.1946,20171231,1425.8,84,2040.4,-21.3,356.8,2.03,314.7,1.9805,1098.1,11
X421M2-S-US,GENESCO INC,825.477,7.64418779814211,0.999561,,20170131,2868.341,97.431,1448.906,-0.085,82.905,4.83,922.521,4.85,1450.815,93.97
QYYL4Z-S-US,GENTEX CORP,6326.03,1.96516295909499,3.21122,14.7134,20171231,1794.872578,406.791922,2368.874999,58.888644,78,1.41,2049.518261,1.42,1100.344312,104.040919
BXFH68-S-US,GENUINE PARTS CO,14387.7,6.40271067712415,4.09674,21.5473,20171231,16308.801,616.757,12412.381,153.15,3300.702,4.18,3464.156,4.19,11570.094,156.76
GDBCPD-S,GEORGIA POWER CO,,295.416509204772,,,20171231,8310,1428,36779,6155,12080,,11931,,5257,2704
LF4QCN-S-US,GETTY REALTY CORP,1175.35,1.7954691755385,2.06758,25.4682,20171231,118.362,46.619,1072.754,,379.158,1.26,553.695,1.2635,43.091,1.689
XJJKST-S-US,GIGA TRONICS INC,3.91997,-0.1487443033065,,,20170331,16.267,-1.546,9.074,0,0.746,-0.16,1.72,-0.16,13.736,0.041
RMF5GJ-S-US,GILEAD SCIENCES INC,100997,4.4837962962963,4.64697,46.9458,20171231,26135,4628,70283,-27,33542,3.51,20501,3.54,4512,590
SN9V2C-S-US,GLATFELTER PH CO,741.616,2.22122478814043,1.07958,,20171231,1596.423,7.914,1730.795,83.454,481.396,0.18,708.928,0.18,1404.445,132.304
X5P244-S,VOYA INSURANCE & ANNUITY CO,,5348,,,20171231,979,100,68440,79,1590,,2329,,,0
DXWFH3-S-US,GOLDEN STAR RESOURCES LTD,277.621,0.11355212414224,39.278,17.0726,20171231,315.497000000369,38.7710000000454,370.039,-12.944,95.605,0.1,-41.754,0.1,252.189000000296,68.8720000000806
LGF4KN-S-US,GOLDFIELD CORP,124.712,0.47897215998803,2.11541,15.8065,20171231,113.953519,8.297751,94.878228,4.69872,22.251354,0.33,56.548313,0.33,97.080104,10.301721
S5DKDJ-S-US,GOOD TIMES RESTAURANTS INC,52.3656,0.27967597048444,1.55061,,20170930,79.08,-2.255,55.153,,5.356,-0.18,37.284,-0.18,71.814,14.513
CF9CL4-S-US,GOODRICH PETROLEUM CORP,145.334,1.72349074554575,2.68802,,20171231,46.153,-7.996,152.141,-0.937,55.725,-0.8,56.251,-0.8,31.655,28.763
J8BDXS-S-US,GOODYEAR TIRE & RUBBER CO,5837.7,5.0123198433861,1.25894,22.85,20171231,15377,346,17064,-1908,5729,1.37,4850,1.39,11271,881
SN9X6F-S-US,GORMAN RUPP CO,956.405,1.82658804610024,2.81558,28.518,20171231,379.389,26.555,395.015,,0,1.02,325.495,1.02,279.267,7.754
K4FQLD-S-US,GRACO INC,7802.56,2.3749027819324,10.9617,28.4063,20171231,1474.744,252.412,1379.205,-33.663,232.613,1.45,723.063,1.5,681.695,40.194
Q1PLFW-S-US,GRAHAM CORP,252.208,0.76040712468193,2.42719,,20170331,91.769,5.023,151.57,4.026,0.25,0.52,114.11,0.52,65.979,0.325
SHMTH8-S-US,GRAINGER WW INC,19029.4,20.8136601703068,10.0465,24.8352,20171231,10424.858,581.047,5804.254,44.681,2342.348,10.02,1827.733,10.07,6400.751,237.283
WHS11V-S-US,GRANITE CONSTRUCTION INC,2393.38,3.69384388677502,2.30282,26.1891,20171231,2989.713,69.098,1895.188,1.361,224.501,1.71,992.805,1.74,2676.48,67.695
WPG1X5-S-US,GRAYBAR ELECTRIC CO INC,,7.67001531775398,,,20171231,6631.227,71.608,2279.82,-44.499,178.743,3.7,780.011,3.7,5418.81,41.342
CQCKMS-S-US,PHOENIX FOOTWEAR GROUP INC,2.17321,-0.03011669332879,2.76636,,20171231,18.681,-0.95,11.067,,6.69,-0.08,0.652,-0.08,12.036,0.015
GHV8BK-S-US,GREIF INC,3168.74,4.92842374877759,2.91647,17.7134,20171031,3638.2,118.6,3232.3,207.3,967.3,2.02,1088.2,2.0154,2923.5,106.3
JPY47K-S-US,GRIFFON CORP,807.385,0.89496876027622,1.72819,26.7493,20170930,1524.997,14.912,1873.541,,979.158,0.35,398.808,0.36,1128.418,34.937
KMLZLV-S,GULF POWER CO,,54.9189154677502,,,20171231,1516,139,5072,506,1330,,1531,,1078,202
Q2PPS2-S-US,H&R BLOCK INC,5304.61,4.80288165157344,13.4733,8.71134,20170430,3036.314,407.94,2694.108,,1493.998,1.91,-60.883,1.92,1653.98,89.255
G7VSB9-S-US,HALF ROBERT INTERNATIONAL INC,9542.77,3.96044123240776,8.56006,28.2894,20171231,5266.789,290.584,1867.454,-74.867,0.84,2.33,1105.265,2.34,3168.47,40.753
J5WTRV-S-US,HALLADOR ENERGY CO,208.793,2.33445720389905,0.827931,7.74444,20171231,268.202,32.048,518.193,28.728,198.944,1.08,249.323,1.08,230.36,28.622
M1LGZB-S-US,HALLIBURTON CO,36999.6,4.30391773573241,4.18927,382.273,20171231,20620,-463,25085,-1230,10942,-0.53,8349,-0.53,18355,1373
WRPQNF-S-US,HALLMARK FINANCIAL SERVICES INC,187.782,-0.29414045192733,0.750651,,20171231,392.525,-11.553,1243.31,-1.937,85.753,-0.63,251.118,-0.63,,2.705
GSRG2R-S-US,HANCOCK WHITNEY CORP,4296.62,5.15279779691803,1.46665,16.9529,20171231,1162.492,210.962,27398.779,-53.979,2009.403,2.48,2884.949,2.49,,20.297
NDM05Q-S-US,HANGER INC,629.965,1.45490121477294,,,20171231,1040.769,-104.671,645.395,-62.907,450.264,-2.89,-28.051,-2.89,498.313,22.355
J1JKSX-S-US,HARDINGE INC,,1.41682733091694,,,20171231,317.534,5.846,318.949,2.117,0,0.45,178.926,0.45,210.352,3.207
TQ3YYX-S-US,HARLEY DAVIDSON INC,7333.21,6.91550556667087,3.67404,15.0375,20171231,5647.224,521.759,9972.672,-109.073,6988.009,3.02,1844.277,3.03,3606.48,206.294
DH6RFH-S-US,AMEXDRUG CORP,33.5431,0.00229942077669,28.6541,104.211,20171231,10.428967,0.111364,2.31455,,0.799662,0,0.806692,0.0007,8.467022,0
CZC6Z6-S-US,180 DEGREE CAPITAL CORP,71.2663,0.22424901998586,0.879351,4.92028,20171231,-10.525256,9.417743,84.127746,,0,0.3,81.042989,0.3,0.054962,0.00539
PRGHTD-S-US,HARRIS CORP,19279.2,5.44938473330021,6.13664,27.3874,20170630,5900,562,10090,-375,4030,4.44,2928,4.584,3920,119
NBCJPJ-S-US,HARSCO CORP,2029.23,2.82855057764144,10.2088,56.7745,20171231,1606.126,7.626,1578.685,-51.574,586.623,0.09,215.165,0.0947,1197.552,98.314
